transaction_id,date,month,quarter,sku,product_name,category,subcategory,region,channel,sales_rep,units_sold,unit_price_usd,gross_revenue_usd,discount_pct,net_revenue_usd,cogs_usd,gross_profit_usd
TXN-00538,2024-07-04,2024-07,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,East,General Trade,Rahul Mehta,353,1.46,515.38,15,438.07,178.8,259.27
TXN-00486,2024-07-06,2024-07,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,North,E-Commerce,Arjun Rao,68,5.17,351.56,5,333.98,147.21,186.77
TXN-00608,2024-07-07,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,Direct to Consumer,Anita Desai,447,2.52,1126.44,10,1013.8,441.2,572.6
TXN-00684,2024-07-07,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,South,Direct to Consumer,Arjun Rao,446,4.14,1846.44,5,1754.12,737.83,1016.29
TXN-00701,2024-07-08,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,General Trade,Priya Sharma,85,1.9,161.5,0,161.5,65.49,96.01
TXN-00309,2024-07-09,2024-07,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,Central,Direct to Consumer,Meena Krishnan,358,1.72,615.76,5,584.97,241.51,343.46
TXN-00339,2024-07-09,2024-07,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,Central,Direct to Consumer,Meena Krishnan,259,7.47,1934.73,10,1741.26,936.58,804.68
TXN-00750,2024-07-09,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,West,E-Commerce,Vikram Nair,227,6.37,1445.99,5,1373.69,652.12,721.57
TXN-00845,2024-07-09,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,General Trade,Vikram Nair,436,2.24,976.64,5,927.81,439.4,488.41
TXN-00312,2024-07-10,2024-07,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,North,General Trade,Rahul Mehta,230,8.08,1858.4,5,1765.48,841.9,923.58
TXN-00335,2024-07-10,2024-07,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,North,Modern Trade,Divya Joshi,197,10.19,2007.43,5,1907.06,795.42,1111.64
TXN-00956,2024-07-10,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,West,E-Commerce,Arjun Rao,118,6.1,719.8,10,647.82,354.57,293.25
TXN-00116,2024-07-12,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,Direct to Consumer,Arjun Rao,367,2.58,946.86,5,899.52,391.32,508.2
TXN-00935,2024-07-12,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,South,Direct to Consumer,Priya Sharma,86,4.0,344.0,0,344.0,139.45,204.55
TXN-00053,2024-07-13,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,Direct to Consumer,Karan Malhotra,140,2.31,323.4,5,307.23,122.97,184.26
TXN-00287,2024-07-13,2024-07,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,East,Modern Trade,Vikram Nair,389,2.09,813.01,15,691.06,326.07,364.99
TXN-00085,2024-07-14,2024-07,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,East,Modern Trade,Divya Joshi,53,4.47,236.91,5,225.06,106.52,118.54
TXN-00285,2024-07-14,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,East,Modern Trade,Divya Joshi,36,4.95,178.2,10,160.38,78.71,81.67
TXN-00967,2024-07-15,2024-07,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,North,General Trade,Sneha Patel,250,3.41,852.5,0,852.5,405.91,446.59
TXN-00447,2024-07-16,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,Central,Modern Trade,Anita Desai,458,2.25,1030.5,15,875.92,357.94,517.98
TXN-00645,2024-07-16,2024-07,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,South,Direct to Consumer,Vikram Nair,279,3.85,1074.15,5,1020.44,503.89,516.55
TXN-00090,2024-07-17,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,Central,E-Commerce,Rahul Mehta,161,2.3,370.3,0,370.3,164.91,205.39
TXN-00061,2024-07-18,2024-07,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,West,Direct to Consumer,Karan Malhotra,377,6.68,2518.36,5,2392.44,1100.4,1292.04
TXN-00464,2024-07-18,2024-07,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,Central,Modern Trade,Rohan Gupta,266,4.48,1191.68,10,1072.51,490.41,582.1
TXN-00838,2024-07-19,2024-07,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,General Trade,Sneha Patel,21,1.16,24.36,15,20.71,9.67,11.04
TXN-00223,2024-07-20,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,Modern Trade,Sneha Patel,335,2.65,887.75,0,887.75,371.77,515.98
TXN-00172,2024-07-21,2024-07,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,North,General Trade,Sneha Patel,98,9.5,931.0,15,791.35,406.65,384.7
TXN-00127,2024-07-22,2024-07,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,East,Direct to Consumer,Sneha Patel,206,4.0,824.0,0,824.0,358.92,465.08
TXN-00603,2024-07-22,2024-07,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,North,E-Commerce,Karan Malhotra,305,4.85,1479.25,10,1331.33,640.06,691.27
TXN-00802,2024-07-22,2024-07,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,West,E-Commerce,Meena Krishnan,392,5.8,2273.6,0,2273.6,987.9,1285.7
TXN-00075,2024-07-23,2024-07,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,North,Modern Trade,Vikram Nair,439,6.26,2748.14,0,2748.14,1197.59,1550.55
TXN-00321,2024-07-23,2024-07,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,East,Modern Trade,Karan Malhotra,313,4.44,1389.72,0,1389.72,698.0,691.72
TXN-00469,2024-07-23,2024-07,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,North,Modern Trade,Divya Joshi,384,4.37,1678.08,0,1678.08,895.76,782.32
TXN-00479,2024-07-23,2024-07,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,West,General Trade,Karan Malhotra,408,5.48,2235.84,5,2124.05,1159.66,964.39
TXN-00665,2024-07-23,2024-07,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,West,Modern Trade,Vikram Nair,360,10.63,3826.8,15,3252.78,1656.55,1596.23
TXN-00724,2024-07-24,2024-07,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,East,General Trade,Arjun Rao,108,1.39,150.12,5,142.61,63.87,78.74
TXN-00719,2024-07-25,2024-07,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,North,E-Commerce,Priya Sharma,477,10.29,4908.33,5,4662.91,1882.6,2780.31
TXN-00516,2024-07-26,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,Modern Trade,Sneha Patel,327,2.75,899.25,15,764.36,405.51,358.85
TXN-00036,2024-07-28,2024-07,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,E-Commerce,Sneha Patel,352,1.72,605.44,0,605.44,266.3,339.14
TXN-00426,2024-07-29,2024-07,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,North,Modern Trade,Arjun Rao,107,9.78,1046.46,5,994.14,505.33,488.81
TXN-00863,2024-07-29,2024-07,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,North,Modern Trade,Karan Malhotra,310,5.92,1835.2,0,1835.2,918.68,916.52
TXN-00277,2024-07-30,2024-07,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,West,Modern Trade,Vikram Nair,44,5.96,262.24,0,262.24,122.46,139.78
TXN-00348,2024-07-30,2024-07,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,Central,General Trade,Vikram Nair,422,6.04,2548.88,0,2548.88,1223.06,1325.82
TXN-00143,2024-07-31,2024-07,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,South,Modern Trade,Divya Joshi,310,1.59,492.9,15,418.96,182.23,236.73
TXN-00246,2024-07-31,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,North,General Trade,Divya Joshi,297,4.09,1214.73,10,1093.26,515.75,577.51
TXN-00642,2024-08-01,2024-08,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,Central,Modern Trade,Priya Sharma,345,9.82,3387.9,15,2879.72,1186.43,1693.29
TXN-00467,2024-08-02,2024-08,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,North,Direct to Consumer,Sneha Patel,399,5.34,2130.66,5,2024.13,1041.76,982.37
TXN-00895,2024-08-02,2024-08,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,North,Direct to Consumer,Meena Krishnan,187,9.75,1823.25,10,1640.92,859.12,781.8
TXN-00041,2024-08-03,2024-08,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,E-Commerce,Karan Malhotra,377,10.08,3800.16,10,3420.14,1693.43,1726.71
TXN-00527,2024-08-03,2024-08,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,Central,Modern Trade,Rahul Mehta,353,8.18,2887.54,0,2887.54,1529.65,1357.89
TXN-00303,2024-08-04,2024-08,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,Central,Modern Trade,Vikram Nair,471,5.58,2628.18,5,2496.77,1176.79,1319.98
TXN-00546,2024-08-05,2024-08,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,Direct to Consumer,Karan Malhotra,474,6.94,3289.56,0,3289.56,1583.99,1705.57
TXN-00360,2024-08-06,2024-08,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,Modern Trade,Priya Sharma,254,7.63,1938.02,5,1841.12,798.91,1042.21
TXN-00025,2024-08-07,2024-08,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,South,E-Commerce,Rohan Gupta,286,2.4,686.4,5,652.08,317.19,334.89
TXN-00868,2024-08-07,2024-08,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,Direct to Consumer,Meena Krishnan,273,8.37,2285.01,0,2285.01,1174.98,1110.03
TXN-00233,2024-08-08,2024-08,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,Central,Direct to Consumer,Vikram Nair,308,3.26,1004.08,0,1004.08,444.01,560.07
TXN-00089,2024-08-09,2024-08,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,Central,General Trade,Vikram Nair,388,3.07,1191.16,10,1072.04,523.63,548.41
TXN-00345,2024-08-11,2024-08,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,Direct to Consumer,Divya Joshi,227,2.33,528.91,15,449.57,223.91,225.66
TXN-00588,2024-08-11,2024-08,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,West,E-Commerce,Arjun Rao,467,11.79,5505.93,0,5505.93,2984.59,2521.34
TXN-00013,2024-08-12,2024-08,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,West,Direct to Consumer,Arjun Rao,80,1.89,151.2,0,151.2,77.62,73.58
TXN-00062,2024-08-12,2024-08,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,North,Modern Trade,Meena Krishnan,100,10.17,1017.0,10,915.3,437.23,478.07
TXN-00070,2024-08-12,2024-08,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,West,General Trade,Rohan Gupta,149,3.76,560.24,0,560.24,256.77,303.47
TXN-00522,2024-08-14,2024-08,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,Modern Trade,Arjun Rao,462,2.81,1298.22,0,1298.22,583.76,714.46
TXN-00810,2024-08-15,2024-08,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,Direct to Consumer,Karan Malhotra,466,10.92,5088.72,0,5088.72,2732.96,2355.76
TXN-00554,2024-08-16,2024-08,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,Central,E-Commerce,Meena Krishnan,274,5.79,1586.46,15,1348.49,714.91,633.58
TXN-00111,2024-08-18,2024-08,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,Direct to Consumer,Rahul Mehta,440,2.53,1113.2,5,1057.54,573.25,484.29
TXN-00184,2024-08-19,2024-08,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,Direct to Consumer,Vikram Nair,80,10.11,808.8,0,808.8,425.97,382.83
TXN-00433,2024-08-20,2024-08,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,East,Direct to Consumer,Karan Malhotra,293,5.48,1605.64,5,1525.36,797.4,727.96
TXN-00530,2024-08-21,2024-08,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,Central,Modern Trade,Karan Malhotra,476,8.28,3941.28,5,3744.22,1751.06,1993.16
TXN-00024,2024-08-22,2024-08,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,North,Modern Trade,Priya Sharma,44,12.5,550.0,15,467.5,210.17,257.33
TXN-00103,2024-08-22,2024-08,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,East,Modern Trade,Rahul Mehta,355,1.87,663.85,5,630.66,307.81,322.85
TXN-00129,2024-08-23,2024-08,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,Direct to Consumer,Sneha Patel,320,7.5,2400.0,0,2400.0,1189.18,1210.82
TXN-00573,2024-08-23,2024-08,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,West,General Trade,Rahul Mehta,238,4.22,1004.36,0,1004.36,416.85,587.51
TXN-00683,2024-08-25,2024-08,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,General Trade,Karan Malhotra,128,1.24,158.72,0,158.72,65.38,93.34
TXN-00187,2024-08-27,2024-08,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,Central,E-Commerce,Rohan Gupta,283,4.6,1301.8,15,1106.53,572.8,533.73
TXN-00495,2024-08-28,2024-08,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,Central,Direct to Consumer,Meena Krishnan,50,8.94,447.0,15,379.95,184.64,195.31
TXN-00589,2024-08-28,2024-08,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,Direct to Consumer,Vikram Nair,386,6.12,2362.32,0,2362.32,1018.2,1344.12
TXN-00434,2024-08-29,2024-08,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,Central,Direct to Consumer,Karan Malhotra,253,3.24,819.72,5,778.73,416.94,361.79
TXN-00598,2024-08-29,2024-08,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,Modern Trade,Sneha Patel,294,6.84,2010.96,5,1910.41,820.35,1090.06
TXN-00797,2024-08-29,2024-08,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,West,Modern Trade,Divya Joshi,108,2.39,258.12,5,245.21,134.01,111.2
TXN-00901,2024-08-29,2024-08,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,South,E-Commerce,Karan Malhotra,217,9.48,2057.16,0,2057.16,882.08,1175.08
TXN-00803,2024-08-30,2024-08,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,East,General Trade,Rahul Mehta,387,4.87,1884.69,0,1884.69,860.04,1024.65
TXN-00374,2024-09-01,2024-09,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,E-Commerce,Meena Krishnan,39,8.44,329.16,5,312.7,130.52,182.18
TXN-00288,2024-09-02,2024-09,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,Central,General Trade,Meena Krishnan,292,7.56,2207.52,0,2207.52,1009.06,1198.46
TXN-00368,2024-09-02,2024-09,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,West,E-Commerce,Priya Sharma,263,14.09,3705.67,0,3705.67,1759.96,1945.71
TXN-00200,2024-09-03,2024-09,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,East,Modern Trade,Arjun Rao,385,5.52,2125.2,0,2125.2,1096.02,1029.18
TXN-00677,2024-09-03,2024-09,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,Central,General Trade,Meena Krishnan,303,4.93,1493.79,0,1493.79,801.36,692.43
TXN-00323,2024-09-04,2024-09,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,West,General Trade,Sneha Patel,139,3.84,533.76,10,480.38,222.64,257.74
TXN-00284,2024-09-05,2024-09,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,Central,General Trade,Meena Krishnan,140,2.75,385.0,10,346.5,142.71,203.79
TXN-00630,2024-09-05,2024-09,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,Central,Modern Trade,Meena Krishnan,14,8.88,124.32,5,118.1,61.12,56.98
TXN-00332,2024-09-06,2024-09,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,East,Modern Trade,Anita Desai,274,5.26,1441.24,0,1441.24,648.05,793.19
TXN-00792,2024-09-06,2024-09,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,East,General Trade,Rohan Gupta,483,3.62,1748.46,0,1748.46,725.6,1022.86
TXN-00001,2024-09-07,2024-09,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,Modern Trade,Sneha Patel,124,7.68,952.32,0,952.32,477.59,474.73
TXN-00009,2024-09-07,2024-09,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,General Trade,Divya Joshi,93,6.21,577.53,0,577.53,316.73,260.8
TXN-00978,2024-09-08,2024-09,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,West,Direct to Consumer,Priya Sharma,437,12.34,5392.58,0,5392.58,2388.99,3003.59
TXN-00248,2024-09-09,2024-09,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,East,Direct to Consumer,Vikram Nair,152,4.21,639.92,0,639.92,346.34,293.58
TXN-00351,2024-09-10,2024-09,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,South,General Trade,Arjun Rao,399,6.9,2753.1,5,2615.44,1238.2,1377.24
TXN-00673,2024-09-10,2024-09,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,Modern Trade,Priya Sharma,482,2.91,1402.62,0,1402.62,664.13,738.49
TXN-00626,2024-09-11,2024-09,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,West,Modern Trade,Rahul Mehta,207,11.62,2405.34,5,2285.07,998.75,1286.32
TXN-00618,2024-09-12,2024-09,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,West,Direct to Consumer,Meena Krishnan,93,12.23,1137.39,10,1023.65,469.3,554.35
TXN-00600,2024-09-13,2024-09,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,Direct to Consumer,Sneha Patel,297,2.4,712.8,0,712.8,327.72,385.08
TXN-00634,2024-09-13,2024-09,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,West,E-Commerce,Anita Desai,470,6.44,3026.8,10,2724.12,1268.42,1455.7
TXN-00694,2024-09-13,2024-09,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,South,Direct to Consumer,Rahul Mehta,175,3.86,675.5,10,607.95,315.81,292.14
TXN-00088,2024-09-14,2024-09,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,West,E-Commerce,Sneha Patel,128,2.6,332.8,0,332.8,148.87,183.93
TXN-00107,2024-09-15,2024-09,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,West,Modern Trade,Arjun Rao,175,5.97,1044.75,15,888.04,409.05,478.99
TXN-00930,2024-09-16,2024-09,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,Central,Modern Trade,Priya Sharma,268,1.89,506.52,0,506.52,276.88,229.64
TXN-00501,2024-09-17,2024-09,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,South,Direct to Consumer,Rahul Mehta,322,4.06,1307.32,0,1307.32,705.34,601.98
TXN-00601,2024-09-17,2024-09,Q3-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,South,Modern Trade,Vikram Nair,253,4.29,1085.37,0,1085.37,507.39,577.98
TXN-00132,2024-09-20,2024-09,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,E-Commerce,Anita Desai,477,2.85,1359.45,5,1291.48,704.0,587.48
TXN-00973,2024-09-21,2024-09,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,North,General Trade,Rohan Gupta,184,9.67,1779.28,15,1512.39,615.54,896.85
TXN-00397,2024-09-23,2024-09,Q3-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,Central,Modern Trade,Sneha Patel,429,3.8,1630.2,0,1630.2,884.9,745.3
TXN-00463,2024-09-23,2024-09,Q3-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,West,E-Commerce,Arjun Rao,309,12.05,3723.45,15,3164.93,1321.89,1843.04
TXN-00756,2024-09-23,2024-09,Q3-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,North,E-Commerce,Karan Malhotra,41,10.86,445.26,5,423.0,179.93,243.07
TXN-00610,2024-09-25,2024-09,Q3-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,West,Modern Trade,Rahul Mehta,326,6.0,1956.0,10,1760.4,950.16,810.24
TXN-00346,2024-09-26,2024-09,Q3-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,Modern Trade,Rohan Gupta,188,11.89,2235.32,0,2235.32,1041.35,1193.97
TXN-00483,2024-09-27,2024-09,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,Direct to Consumer,Sneha Patel,247,6.0,1482.0,15,1259.7,536.89,722.81
TXN-00038,2024-09-28,2024-09,Q3-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,Central,General Trade,Divya Joshi,77,4.39,338.03,0,338.03,179.79,158.24
TXN-00109,2024-09-30,2024-09,Q3-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,Modern Trade,Vikram Nair,291,8.37,2435.67,0,2435.67,1134.33,1301.34
TXN-00230,2024-09-30,2024-09,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,South,Direct to Consumer,Rahul Mehta,240,1.75,420.0,0,420.0,171.19,248.81
TXN-00082,2024-10-01,2024-10,Q4-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,West,Direct to Consumer,Karan Malhotra,175,5.48,959.0,15,815.15,440.34,374.81
TXN-00620,2024-10-02,2024-10,Q4-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,East,E-Commerce,Divya Joshi,221,1.91,422.11,0,422.11,180.39,241.72
TXN-00406,2024-10-03,2024-10,Q4-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,East,E-Commerce,Meena Krishnan,102,5.25,535.5,5,508.72,220.2,288.52
TXN-00378,2024-10-05,2024-10,Q4-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,North,E-Commerce,Meena Krishnan,278,6.84,1901.52,10,1711.37,934.85,776.52
TXN-00393,2024-10-05,2024-10,Q4-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,East,E-Commerce,Rohan Gupta,129,4.78,616.62,0,616.62,259.24,357.38
TXN-00158,2024-10-06,2024-10,Q4-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,East,Modern Trade,Anita Desai,369,7.81,2881.89,0,2881.89,1304.5,1577.39
TXN-00914,2024-10-07,2024-10,Q4-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,East,Direct to Consumer,Priya Sharma,453,6.65,3012.45,15,2560.58,1385.46,1175.12
TXN-00343,2024-10-08,2024-10,Q4-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,South,E-Commerce,Priya Sharma,125,5.36,670.0,0,670.0,346.46,323.54
